"District","facility","cluster","Month","Year","Incidence"
"Dedza","DHO","Kaphuka Health Centre","October","2021",194
"Dedza","DHO","Kaphuka Health Centre","November","2021",313
"Dedza","DHO","Kaphuka Health Centre","December","2021",289
"Dedza","DHO","Kaphuka Health Centre","January","2020",2164
"Dedza","DHO","Kaphuka Health Centre","February","2020",883
"Dedza","DHO","Kaphuka Health Centre","March","2020",1647
"Dedza","DHO","Kaphuka Health Centre","April","2020",1192
"Dedza","DHO","Kaphuka Health Centre","May","2020",598
"Dedza","DHO","Kaphuka Health Centre","June","2020",376
"Dedza","DHO","Kaphuka Health Centre","July","2020",140
"Dedza","DHO","Kaphuka Health Centre","August","2020",143
"Dedza","DHO","Kaphuka Health Centre","September","2020",125
"Dedza","DHO","Kaphuka Health Centre","October","2020",233
"Dedza","DHO","Kaphuka Health Centre","November","2020",394
"Dedza","DHO","Kaphuka Health Centre","December","2020",184
"Chikwawa","DHO","Kapichira EGECO Clinic","January","2024",152
"Chikwawa","DHO","Kapichira EGECO Clinic","February","2024",265
"Chikwawa","DHO","Kapichira EGECO Clinic","March","2024",227
"Chikwawa","DHO","Kapichira EGECO Clinic","April","2024",244
"Chikwawa","DHO","Kapichira EGECO Clinic","May","2024",205
"Chikwawa","DHO","Kapichira EGECO Clinic","June","2024",204
"Chikwawa","DHO","Kapichira EGECO Clinic","July","2024",169
"Chikwawa","DHO","Kapichira EGECO Clinic","August","2024",158
"Chikwawa","DHO","Kapichira EGECO Clinic","September","2024",210
"Chikwawa","DHO","Kapichira EGECO Clinic","October","2024",198
"Chikwawa","DHO","Kapichira EGECO Clinic","November","2024",72
"Chikwawa","DHO","Kapichira EGECO Clinic","December","2024",94
"Chikwawa","DHO","Kapichira EGECO Clinic","January","2023",479
"Chikwawa","DHO","Kapichira EGECO Clinic","February","2023",299
"Chikwawa","DHO","Kapichira EGECO Clinic","March","2023",330
"Chikwawa","DHO","Kapichira EGECO Clinic","April","2023",361
"Chikwawa","DHO","Kapichira EGECO Clinic","May","2023",473
"Chikwawa","DHO","Kapichira EGECO Clinic","June","2023",362
"Chikwawa","DHO","Kapichira EGECO Clinic","July","2023",251
"Chikwawa","DHO","Kapichira EGECO Clinic","August","2023",240
"Chikwawa","DHO","Kapichira EGECO Clinic","September","2023",229
"Chikwawa","DHO","Kapichira EGECO Clinic","October","2023",95
"Chikwawa","DHO","Kapichira EGECO Clinic","November","2023",56
"Chikwawa","DHO","Kapichira EGECO Clinic","December","2023",68
"Chikwawa","DHO","Kapichira EGECO Clinic","January","2022",51
"Chikwawa","DHO","Kapichira EGECO Clinic","February","2022",121
"Chikwawa","DHO","Kapichira EGECO Clinic","March","2022",108
"Chikwawa","DHO","Kapichira EGECO Clinic","April","2022",184
"Chikwawa","DHO","Kapichira EGECO Clinic","May","2022",206
"Chikwawa","DHO","Kapichira EGECO Clinic","June","2022",103
"Chikwawa","DHO","Kapichira EGECO Clinic","July","2022",71
"Chikwawa","DHO","Kapichira EGECO Clinic","August","2022",117
"Chikwawa","DHO","Kapichira EGECO Clinic","September","2022",111
"Chikwawa","DHO","Kapichira EGECO Clinic","October","2022",72
"Chikwawa","DHO","Kapichira EGECO Clinic","November","2022",74
"Chikwawa","DHO","Kapichira EGECO Clinic","December","2022",90
"Chikwawa","DHO","Kapichira EGECO Clinic","January","2021",208
"Chikwawa","DHO","Kapichira EGECO Clinic","February","2021",201
"Chikwawa","DHO","Kapichira EGECO Clinic","March","2021",269
"Chikwawa","DHO","Kapichira EGECO Clinic","April","2021",202
"Chikwawa","DHO","Kapichira EGECO Clinic","May","2021",202
"Chikwawa","DHO","Kapichira EGECO Clinic","June","2021",191
"Chikwawa","DHO","Kapichira EGECO Clinic","July","2021",139
"Chikwawa","DHO","Kapichira EGECO Clinic","August","2021",101
"Chikwawa","DHO","Kapichira EGECO Clinic","September","2021",117
"Chikwawa","DHO","Kapichira EGECO Clinic","October","2021",91
"Chikwawa","DHO","Kapichira EGECO Clinic","November","2021",47
"Chikwawa","DHO","Kapichira EGECO Clinic","December","2021",53
"Chikwawa","DHO","Kapichira EGECO Clinic","January","2020",258
"Chikwawa","DHO","Kapichira EGECO Clinic","February","2020",224
"Chikwawa","DHO","Kapichira EGECO Clinic","March","2020",342
"Chikwawa","DHO","Kapichira EGECO Clinic","April","2020",336
"Chikwawa","DHO","Kapichira EGECO Clinic","May","2020",183
"Chikwawa","DHO","Kapichira EGECO Clinic","June","2020",159
"Chikwawa","DHO","Kapichira EGECO Clinic","July","2020",101
"Chikwawa","DHO","Kapichira EGECO Clinic","August","2020",138
"Chikwawa","DHO","Kapichira EGECO Clinic","September","2020",114
"Chikwawa","DHO","Kapichira EGECO Clinic","October","2020",75
"Chikwawa","DHO","Kapichira EGECO Clinic","November","2020",88
"Chikwawa","DHO","Kapichira EGECO Clinic","December","2020",79
"Mangochi","DHO","Kapire Health Centre","January","2024",86
"Mangochi","DHO","Kapire Health Centre","February","2024",69
"Mangochi","DHO","Kapire Health Centre","March","2024",111
"Mangochi","DHO","Kapire Health Centre","April","2024",241
"Mangochi","DHO","Kapire Health Centre","May","2024",386
"Mangochi","DHO","Kapire Health Centre","June","2024",253
"Mangochi","DHO","Kapire Health Centre","July","2024",153
"Mangochi","DHO","Kapire Health Centre","August","2024",68
"Mangochi","DHO","Kapire Health Centre","September","2024",33
"Mangochi","DHO","Kapire Health Centre","October","2024",56
"Mangochi","DHO","Kapire Health Centre","November","2024",56
"Mangochi","DHO","Kapire Health Centre","December","2024",60
"Mangochi","DHO","Kapire Health Centre","January","2023",145
"Mangochi","DHO","Kapire Health Centre","February","2023",104
"Mangochi","DHO","Kapire Health Centre","March","2023",139
"Mangochi","DHO","Kapire Health Centre","April","2023",182
"Mangochi","DHO","Kapire Health Centre","May","2023",362
"Mangochi","DHO","Kapire Health Centre","June","2023",705
"Mangochi","DHO","Kapire Health Centre","July","2023",513
"Mangochi","DHO","Kapire Health Centre","August","2023",364
"Mangochi","DHO","Kapire Health Centre","September","2023",478
"Mangochi","DHO","Kapire Health Centre","October","2023",415
"Mangochi","DHO","Kapire Health Centre","November","2023",236
"Mangochi","DHO","Kapire Health Centre","December","2023",142
"Mangochi","DHO","Kapire Health Centre","January","2022",91
"Mangochi","DHO","Kapire Health Centre","February","2022",91
"Mangochi","DHO","Kapire Health Centre","March","2022",47
"Mangochi","DHO","Kapire Health Centre","April","2022",144
"Mangochi","DHO","Kapire Health Centre","May","2022",368
"Mangochi","DHO","Kapire Health Centre","June","2022",609
"Mangochi","DHO","Kapire Health Centre","July","2022",648
"Mangochi","DHO","Kapire Health Centre","August","2022",689
"Mangochi","DHO","Kapire Health Centre","September","2022",499
"Mangochi","DHO","Kapire Health Centre","October","2022",312
"Mangochi","DHO","Kapire Health Centre","November","2022",105
"Mangochi","DHO","Kapire Health Centre","December","2022",56
"Mangochi","DHO","Kapire Health Centre","January","2021",98
"Mangochi","DHO","Kapire Health Centre","February","2021",52
"Mangochi","DHO","Kapire Health Centre","March","2021",136
"Mangochi","DHO","Kapire Health Centre","April","2021",189
"Mangochi","DHO","Kapire Health Centre","May","2021",366
"Mangochi","DHO","Kapire Health Centre","June","2021",323
"Mangochi","DHO","Kapire Health Centre","July","2021",302
"Mangochi","DHO","Kapire Health Centre","August","2021",214
"Mangochi","DHO","Kapire Health Centre","September","2021",147
"Mangochi","DHO","Kapire Health Centre","October","2021",111
"Mangochi","DHO","Kapire Health Centre","November","2021",55
"Mangochi","DHO","Kapire Health Centre","December","2021",28
"Mangochi","DHO","Kapire Health Centre","January","2020",435
"Mangochi","DHO","Kapire Health Centre","February","2020",332
"Mangochi","DHO","Kapire Health Centre","March","2020",481
"Mangochi","DHO","Kapire Health Centre","April","2020",705
"Mangochi","DHO","Kapire Health Centre","May","2020",679
"Mangochi","DHO","Kapire Health Centre","June","2020",498
"Mangochi","DHO","Kapire Health Centre","July","2020",300
"Mangochi","DHO","Kapire Health Centre","August","2020",255
"Mangochi","DHO","Kapire Health Centre","September","2020",223
"Mangochi","DHO","Kapire Health Centre","October","2020",169
"Mangochi","DHO","Kapire Health Centre","November","2020",127
"Mangochi","DHO","Kapire Health Centre","December","2020",59
"Nkhotakota","DHO","Kapiri Health Centre (Nkhotakota)","January","2024",159
"Nkhotakota","DHO","Kapiri Health Centre (Nkhotakota)","February","2024",210
"Nkhotakota","DHO","Kapiri Health Centre (Nkhotakota)","March","2024",196
"Nkhotakota","DHO","Kapiri Health Centre (Nkhotakota)","April","2024",256
"Nkhotakota","DHO","Kapiri Health Centre (Nkhotakota)","May","2024",437
"Nkhotakota","DHO","Kapiri Health Centre (Nkhotakota)","June","2024",511
"Nkhotakota","DHO","Kapiri Health Centre (Nkhotakota)","July","2024",602
"Nkhotakota","DHO","Kapiri Health Centre (Nkhotakota)","August","2024",501
"Nkhotakota","DHO","Kapiri Health Centre (Nkhotakota)","September","2024",506
"Nkhotakota","DHO","Kapiri Health Centre (Nkhotakota)","October","2024",449
"Nkhotakota","DHO","Kapiri Health Centre (Nkhotakota)","November","2024",358
"Nkhotakota","DHO","Kapiri Health Centre (Nkhotakota)","December","2024",197
"Nkhotakota","DHO","Kapiri Health Centre (Nkhotakota)","January","2023",374
"Nkhotakota","DHO","Kapiri Health Centre (Nkhotakota)","February","2023",249
"Nkhotakota","DHO","Kapiri Health Centre (Nkhotakota)","March","2023",476
"Nkhotakota","DHO","Kapiri Health Centre (Nkhotakota)","April","2023",422
"Nkhotakota","DHO","Kapiri Health Centre (Nkhotakota)","May","2023",476
"Nkhotakota","DHO","Kapiri Health Centre (Nkhotakota)","June","2023",694
"Nkhotakota","DHO","Kapiri Health Centre (Nkhotakota)","July","2023",639
"Nkhotakota","DHO","Kapiri Health Centre (Nkhotakota)","August","2023",687
"Nkhotakota","DHO","Kapiri Health Centre (Nkhotakota)","September","2023",636
"Nkhotakota","DHO","Kapiri Health Centre (Nkhotakota)","October","2023",546
"Nkhotakota","DHO","Kapiri Health Centre (Nkhotakota)","November","2023",335
"Nkhotakota","DHO","Kapiri Health Centre (Nkhotakota)","December","2023",216
"Nkhotakota","DHO","Kapiri Health Centre (Nkhotakota)","January","2022",298
"Nkhotakota","DHO","Kapiri Health Centre (Nkhotakota)","February","2022",451
"Nkhotakota","DHO","Kapiri Health Centre (Nkhotakota)","March","2022",524
"Nkhotakota","DHO","Kapiri Health Centre (Nkhotakota)","April","2022",393
"Nkhotakota","DHO","Kapiri Health Centre (Nkhotakota)","May","2022",611
"Nkhotakota","DHO","Kapiri Health Centre (Nkhotakota)","June","2022",536
"Nkhotakota","DHO","Kapiri Health Centre (Nkhotakota)","July","2022",488
"Nkhotakota","DHO","Kapiri Health Centre (Nkhotakota)","August","2022",649
"Nkhotakota","DHO","Kapiri Health Centre (Nkhotakota)","September","2022",416
"Nkhotakota","DHO","Kapiri Health Centre (Nkhotakota)","October","2022",394
"Nkhotakota","DHO","Kapiri Health Centre (Nkhotakota)","November","2022",230
"Nkhotakota","DHO","Kapiri Health Centre (Nkhotakota)","December","2022",158
"Nkhotakota","DHO","Kapiri Health Centre (Nkhotakota)","January","2021",286
"Nkhotakota","DHO","Kapiri Health Centre (Nkhotakota)","February","2021",243
"Nkhotakota","DHO","Kapiri Health Centre (Nkhotakota)","March","2021",297
"Nkhotakota","DHO","Kapiri Health Centre (Nkhotakota)","April","2021",288
"Nkhotakota","DHO","Kapiri Health Centre (Nkhotakota)","May","2021",715
"Nkhotakota","DHO","Kapiri Health Centre (Nkhotakota)","June","2021",682
"Nkhotakota","DHO","Kapiri Health Centre (Nkhotakota)","July","2021",561
"Nkhotakota","DHO","Kapiri Health Centre (Nkhotakota)","August","2021",393
"Nkhotakota","DHO","Kapiri Health Centre (Nkhotakota)","September","2021",392
"Nkhotakota","DHO","Kapiri Health Centre (Nkhotakota)","October","2021",364
"Nkhotakota","DHO","Kapiri Health Centre (Nkhotakota)","November","2021",298
"Nkhotakota","DHO","Kapiri Health Centre (Nkhotakota)","December","2021",506
"Nkhotakota","DHO","Kapiri Health Centre (Nkhotakota)","January","2020",192
"Nkhotakota","DHO","Kapiri Health Centre (Nkhotakota)","February","2020",250
"Nkhotakota","DHO","Kapiri Health Centre (Nkhotakota)","March","2020",278
"Nkhotakota","DHO","Kapiri Health Centre (Nkhotakota)","April","2020",320
"Nkhotakota","DHO","Kapiri Health Centre (Nkhotakota)","May","2020",398
"Nkhotakota","DHO","Kapiri Health Centre (Nkhotakota)","June","2020",325
"Nkhotakota","DHO","Kapiri Health Centre (Nkhotakota)","July","2020",404
"Nkhotakota","DHO","Kapiri Health Centre (Nkhotakota)","August","2020",403
"Nkhotakota","DHO","Kapiri Health Centre (Nkhotakota)","September","2020",408
"Nkhotakota","DHO","Kapiri Health Centre (Nkhotakota)","October","2020",366
"Nkhotakota","DHO","Kapiri Health Centre (Nkhotakota)","November","2020",244
"Nkhotakota","DHO","Kapiri Health Centre (Nkhotakota)","December","2020",86
"Mchinji","DHO","Kapiri Mission Hospital","January","2024",1658
"Mchinji","DHO","Kapiri Mission Hospital","February","2024",2539
"Mchinji","DHO","Kapiri Mission Hospital","March","2024",3260
"Mchinji","DHO","Kapiri Mission Hospital","April","2024",4134
"Mchinji","DHO","Kapiri Mission Hospital","May","2024",4032
"Mchinji","DHO","Kapiri Mission Hospital","June","2024",2217
"Mchinji","DHO","Kapiri Mission Hospital","July","2024",1249
"Mchinji","DHO","Kapiri Mission Hospital","August","2024",894
"Mchinji","DHO","Kapiri Mission Hospital","September","2024",893
"Mchinji","DHO","Kapiri Mission Hospital","October","2024",875
"Mchinji","DHO","Kapiri Mission Hospital","November","2024",686
"Mchinji","DHO","Kapiri Mission Hospital","December","2024",913
"Mchinji","DHO","Kapiri Mission Hospital","January","2023",761
"Mchinji","DHO","Kapiri Mission Hospital","February","2023",1043
"Mchinji","DHO","Kapiri Mission Hospital","March","2023",1367
"Mchinji","DHO","Kapiri Mission Hospital","April","2023",1513
"Mchinji","DHO","Kapiri Mission Hospital","May","2023",2072
"Mchinji","DHO","Kapiri Mission Hospital","June","2023",1972
"Mchinji","DHO","Kapiri Mission Hospital","July","2023",1444
"Mchinji","DHO","Kapiri Mission Hospital","August","2023",805
"Mchinji","DHO","Kapiri Mission Hospital","September","2023",1012
"Mchinji","DHO","Kapiri Mission Hospital","October","2023",1009
"Mchinji","DHO","Kapiri Mission Hospital","November","2023",834
"Mchinji","DHO","Kapiri Mission Hospital","December","2023",1147
"Mchinji","DHO","Kapiri Mission Hospital","January","2022",642
"Mchinji","DHO","Kapiri Mission Hospital","February","2022",965
"Mchinji","DHO","Kapiri Mission Hospital","March","2022",588
"Mchinji","DHO","Kapiri Mission Hospital","April","2022",359
"Mchinji","DHO","Kapiri Mission Hospital","May","2022",555
"Mchinji","DHO","Kapiri Mission Hospital","June","2022",484
"Mchinji","DHO","Kapiri Mission Hospital","July","2022",347
"Mchinji","DHO","Kapiri Mission Hospital","August","2022",266
"Mchinji","DHO","Kapiri Mission Hospital","September","2022",189
"Mchinji","DHO","Kapiri Mission Hospital","October","2022",176
"Mchinji","DHO","Kapiri Mission Hospital","November","2022",177
"Mchinji","DHO","Kapiri Mission Hospital","December","2022",262
"Mchinji","DHO","Kapiri Mission Hospital","January","2021",1351
"Mchinji","DHO","Kapiri Mission Hospital","February","2021",1263
"Mchinji","DHO","Kapiri Mission Hospital","March","2021",1870
"Mchinji","DHO","Kapiri Mission Hospital","April","2021",1740
"Mchinji","DHO","Kapiri Mission Hospital","May","2021",1614
"Mchinji","DHO","Kapiri Mission Hospital","June","2021",1160
"Mchinji","DHO","Kapiri Mission Hospital","July","2021",718
"Mchinji","DHO","Kapiri Mission Hospital","August","2021",497
"Mchinji","DHO","Kapiri Mission Hospital","September","2021",620
"Mchinji","DHO","Kapiri Mission Hospital","October","2021",707
"Mchinji","DHO","Kapiri Mission Hospital","November","2021",604
"Mchinji","DHO","Kapiri Mission Hospital","December","2021",429
"Mchinji","DHO","Kapiri Mission Hospital","January","2020",1706
"Mchinji","DHO","Kapiri Mission Hospital","February","2020",1858
"Mchinji","DHO","Kapiri Mission Hospital","March","2020",2498
"Mchinji","DHO","Kapiri Mission Hospital","April","2020",2811
"Mchinji","DHO","Kapiri Mission Hospital","May","2020",2350
"Mchinji","DHO","Kapiri Mission Hospital","June","2020",1608
"Mchinji","DHO","Kapiri Mission Hospital","July","2020",993
"Mchinji","DHO","Kapiri Mission Hospital","August","2020",631
"Mchinji","DHO","Kapiri Mission Hospital","September","2020",706
"Mchinji","DHO","Kapiri Mission Hospital","October","2020",786
"Mchinji","DHO","Kapiri Mission Hospital","November","2020",694
"Mchinji","DHO","Kapiri Mission Hospital","December","2020",613
"Karonga","DHO","Kaporo Rural Hospital","January","2024",3010
"Karonga","DHO","Kaporo Rural Hospital","February","2024",3358
"Karonga","DHO","Kaporo Rural Hospital","March","2024",1681
"Karonga","DHO","Kaporo Rural Hospital","April","2024",1316
"Karonga","DHO","Kaporo Rural Hospital","May","2024",722
"Karonga","DHO","Kaporo Rural Hospital","June","2024",731
"Karonga","DHO","Kaporo Rural Hospital","July","2024",1176
"Karonga","DHO","Kaporo Rural Hospital","August","2024",1473
"Karonga","DHO","Kaporo Rural Hospital","September","2024",1972
"Karonga","DHO","Kaporo Rural Hospital","October","2024",1723
"Karonga","DHO","Kaporo Rural Hospital","November","2024",1814
"Karonga","DHO","Kaporo Rural Hospital","December","2024",1297
"Karonga","DHO","Kaporo Rural Hospital","January","2023",1454
"Karonga","DHO","Kaporo Rural Hospital","February","2023",1236
"Karonga","DHO","Kaporo Rural Hospital","March","2023",823
"Karonga","DHO","Kaporo Rural Hospital","April","2023",781
"Karonga","DHO","Kaporo Rural Hospital","May","2023",662
"Karonga","DHO","Kaporo Rural Hospital","June","2023",842
"Karonga","DHO","Kaporo Rural Hospital","July","2023",913
"Karonga","DHO","Kaporo Rural Hospital","August","2023",1320
"Karonga","DHO","Kaporo Rural Hospital","September","2023",1682
"Karonga","DHO","Kaporo Rural Hospital","October","2023",1147
"Karonga","DHO","Kaporo Rural Hospital","November","2023",705
"Karonga","DHO","Kaporo Rural Hospital","December","2023",920
"Karonga","DHO","Kaporo Rural Hospital","January","2022",500
"Karonga","DHO","Kaporo Rural Hospital","February","2022",1519
"Karonga","DHO","Kaporo Rural Hospital","March","2022",715
"Karonga","DHO","Kaporo Rural Hospital","April","2022",296
"Karonga","DHO","Kaporo Rural Hospital","May","2022",102
"Karonga","DHO","Kaporo Rural Hospital","June","2022",59
"Karonga","DHO","Kaporo Rural Hospital","July","2022",79
"Karonga","DHO","Kaporo Rural Hospital","August","2022",120
"Karonga","DHO","Kaporo Rural Hospital","September","2022",115
"Karonga","DHO","Kaporo Rural Hospital","October","2022",159
"Karonga","DHO","Kaporo Rural Hospital","November","2022",125
"Karonga","DHO","Kaporo Rural Hospital","December","2022",158
"Karonga","DHO","Kaporo Rural Hospital","January","2021",1643
"Karonga","DHO","Kaporo Rural Hospital","February","2021",1226
"Karonga","DHO","Kaporo Rural Hospital","March","2021",846
"Karonga","DHO","Kaporo Rural Hospital","April","2021",356
"Karonga","DHO","Kaporo Rural Hospital","May","2021",204
"Karonga","DHO","Kaporo Rural Hospital","June","2021",279
"Karonga","DHO","Kaporo Rural Hospital","July","2021",425
"Karonga","DHO","Kaporo Rural Hospital","August","2021",488
"Karonga","DHO","Kaporo Rural Hospital","September","2021",863
"Karonga","DHO","Kaporo Rural Hospital","October","2021",904
"Karonga","DHO","Kaporo Rural Hospital","November","2021",815
"Karonga","DHO","Kaporo Rural Hospital","December","2021",640
"Karonga","DHO","Kaporo Rural Hospital","January","2020",324
"Karonga","DHO","Kaporo Rural Hospital","February","2020",160
"Karonga","DHO","Kaporo Rural Hospital","March","2020",166
"Karonga","DHO","Kaporo Rural Hospital","April","2020",65
"Karonga","DHO","Kaporo Rural Hospital","May","2020",55
"Karonga","DHO","Kaporo Rural Hospital","June","2020",80
"Karonga","DHO","Kaporo Rural Hospital","July","2020",111
"Karonga","DHO","Kaporo Rural Hospital","August","2020",179
"Karonga","DHO","Kaporo Rural Hospital","September","2020",301
"Karonga","DHO","Kaporo Rural Hospital","October","2020",423
"Karonga","DHO","Kaporo Rural Hospital","November","2020",540
"Karonga","DHO","Kaporo Rural Hospital","December","2020",545
"Kasungu","DHO","Kapyanga Health Centre","January","2024",1418
"Kasungu","DHO","Kapyanga Health Centre","February","2024",825
"Kasungu","DHO","Kapyanga Health Centre","March","2024",1296
"Kasungu","DHO","Kapyanga Health Centre","April","2024",1630
"Kasungu","DHO","Kapyanga Health Centre","May","2024",1814
"Kasungu","DHO","Kapyanga Health Centre","June","2024",1313
"Kasungu","DHO","Kapyanga Health Centre","July","2024",649
"Kasungu","DHO","Kapyanga Health Centre","August","2024",460
"Kasungu","DHO","Kapyanga Health Centre","September","2024",950
"Kasungu","DHO","Kapyanga Health Centre","October","2024",1405
"Kasungu","DHO","Kapyanga Health Centre","November","2024",1775
"Kasungu","DHO","Kapyanga Health Centre","December","2024",1602
"Kasungu","DHO","Kapyanga Health Centre","January","2023",631
"Kasungu","DHO","Kapyanga Health Centre","February","2023",331
"Kasungu","DHO","Kapyanga Health Centre","March","2023",245
"Kasungu","DHO","Kapyanga Health Centre","April","2023",222
"Kasungu","DHO","Kapyanga Health Centre","May","2023",528
"Kasungu","DHO","Kapyanga Health Centre","June","2023",541
"Kasungu","DHO","Kapyanga Health Centre","July","2023",349
"Kasungu","DHO","Kapyanga Health Centre","August","2023",154
"Kasungu","DHO","Kapyanga Health Centre","September","2023",307
"Kasungu","DHO","Kapyanga Health Centre","October","2023",650
"Kasungu","DHO","Kapyanga Health Centre","November","2023",1037
"Kasungu","DHO","Kapyanga Health Centre","December","2023",1742
"Kasungu","DHO","Kapyanga Health Centre","January","2022",494
"Kasungu","DHO","Kapyanga Health Centre","February","2022",1399
"Kasungu","DHO","Kapyanga Health Centre","March","2022",505
"Kasungu","DHO","Kapyanga Health Centre","April","2022",363
"Kasungu","DHO","Kapyanga Health Centre","May","2022",237
"Kasungu","DHO","Kapyanga Health Centre","June","2022",240
"Kasungu","DHO","Kapyanga Health Centre","July","2022",99
"Kasungu","DHO","Kapyanga Health Centre","August","2022",87
"Kasungu","DHO","Kapyanga Health Centre","September","2022",105
"Kasungu","DHO","Kapyanga Health Centre","October","2022",213
"Kasungu","DHO","Kapyanga Health Centre","November","2022",395
"Kasungu","DHO","Kapyanga Health Centre","December","2022",422
"Kasungu","DHO","Kapyanga Health Centre","January","2021",1239
"Kasungu","DHO","Kapyanga Health Centre","February","2021",1216
"Kasungu","DHO","Kapyanga Health Centre","March","2021",1615
"Kasungu","DHO","Kapyanga Health Centre","April","2021",893
"Kasungu","DHO","Kapyanga Health Centre","May","2021",553
"Kasungu","DHO","Kapyanga Health Centre","June","2021",428
"Kasungu","DHO","Kapyanga Health Centre","July","2021",239
"Kasungu","DHO","Kapyanga Health Centre","August","2021",195
"Kasungu","DHO","Kapyanga Health Centre","September","2021",148
"Kasungu","DHO","Kapyanga Health Centre","October","2021",377
"Kasungu","DHO","Kapyanga Health Centre","November","2021",678
"Kasungu","DHO","Kapyanga Health Centre","December","2021",353
"Kasungu","DHO","Kapyanga Health Centre","August","2020",86
"Karonga","DHO","Karonga District Hospital","January","2024",1020
"Karonga","DHO","Karonga District Hospital","February","2024",1307
"Karonga","DHO","Karonga District Hospital","March","2024",1098
"Karonga","DHO","Karonga District Hospital","April","2024",1216
"Karonga","DHO","Karonga District Hospital","May","2024",1032
"Karonga","DHO","Karonga District Hospital","June","2024",656
"Karonga","DHO","Karonga District Hospital","July","2024",1326
"Karonga","DHO","Karonga District Hospital","August","2024",1356
"Karonga","DHO","Karonga District Hospital","September","2024",1427
"Karonga","DHO","Karonga District Hospital","October","2024",799
"Karonga","DHO","Karonga District Hospital","November","2024",330
"Karonga","DHO","Karonga District Hospital","December","2024",428
"Karonga","DHO","Karonga District Hospital","January","2023",64
"Karonga","DHO","Karonga District Hospital","February","2023",396
"Karonga","DHO","Karonga District Hospital","March","2023",786
"Karonga","DHO","Karonga District Hospital","April","2023",1079
"Karonga","DHO","Karonga District Hospital","May","2023",1549
"Karonga","DHO","Karonga District Hospital","June","2023",1427
"Karonga","DHO","Karonga District Hospital","July","2023",1255
"Karonga","DHO","Karonga District Hospital","August","2023",1598
"Karonga","DHO","Karonga District Hospital","September","2023",1037
"Karonga","DHO","Karonga District Hospital","October","2023",623
"Karonga","DHO","Karonga District Hospital","November","2023",282
"Karonga","DHO","Karonga District Hospital","December","2023",316
"Karonga","DHO","Karonga District Hospital","January","2022",471
"Karonga","DHO","Karonga District Hospital","February","2022",315
"Karonga","DHO","Karonga District Hospital","March","2022",166
"Karonga","DHO","Karonga District Hospital","April","2022",257
"Karonga","DHO","Karonga District Hospital","May","2022",290
"Karonga","DHO","Karonga District Hospital","June","2022",364
"Karonga","DHO","Karonga District Hospital","July","2022",312
"Karonga","DHO","Karonga District Hospital","August","2022",246
"Karonga","DHO","Karonga District Hospital","September","2022",206
"Karonga","DHO","Karonga District Hospital","October","2022",211
"Karonga","DHO","Karonga District Hospital","November","2022",175
"Karonga","DHO","Karonga District Hospital","December","2022",94
"Karonga","DHO","Karonga District Hospital","January","2021",1727
"Karonga","DHO","Karonga District Hospital","February","2021",1836
"Karonga","DHO","Karonga District Hospital","March","2021",2243
"Karonga","DHO","Karonga District Hospital","April","2021",2255
"Karonga","DHO","Karonga District Hospital","May","2021",2402
"Karonga","DHO","Karonga District Hospital","June","2021",2431
"Karonga","DHO","Karonga District Hospital","July","2021",958
"Karonga","DHO","Karonga District Hospital","August","2021",1298
"Karonga","DHO","Karonga District Hospital","September","2021",1545
"Karonga","DHO","Karonga District Hospital","October","2021",979
"Karonga","DHO","Karonga District Hospital","November","2021",581
"Karonga","DHO","Karonga District Hospital","December","2021",276
"Karonga","DHO","Karonga District Hospital","January","2020",638
"Karonga","DHO","Karonga District Hospital","February","2020",393
"Karonga","DHO","Karonga District Hospital","March","2020",526
"Karonga","DHO","Karonga District Hospital","April","2020",698
"Karonga","DHO","Karonga District Hospital","May","2020",291
"Karonga","DHO","Karonga District Hospital","June","2020",285
"Karonga","DHO","Karonga District Hospital","July","2020",485
"Karonga","DHO","Karonga District Hospital","August","2020",531
"Karonga","DHO","Karonga District Hospital","September","2020",692
"Karonga","DHO","Karonga District Hospital","October","2020",608
"Karonga","DHO","Karonga District Hospital","November","2020",227
"Karonga","DHO","Karonga District Hospital","December","2020",256
"Karonga","DHO","Karonga-DHO","January","2024",20614
"Karonga","DHO","Karonga-DHO","February","2024",24980
"Karonga","DHO","Karonga-DHO","March","2024",16154
"Karonga","DHO","Karonga-DHO","April","2024",18906
"Karonga","DHO","Karonga-DHO","May","2024",17951
"Karonga","DHO","Karonga-DHO","June","2024",13341
"Karonga","DHO","Karonga-DHO","July","2024",18087
"Karonga","DHO","Karonga-DHO","August","2024",18259
"Karonga","DHO","Karonga-DHO","September","2024",18337
"Karonga","DHO","Karonga-DHO","October","2024",12932
"Karonga","DHO","Karonga-DHO","November","2024",12069
"Karonga","DHO","Karonga-DHO","December","2024",9608
"Karonga","DHO","Karonga-DHO","January","2023",13526
"Karonga","DHO","Karonga-DHO","February","2023",11055
"Karonga","DHO","Karonga-DHO","March","2023",10671
"Karonga","DHO","Karonga-DHO","April","2023",12418
"Karonga","DHO","Karonga-DHO","May","2023",16350
"Karonga","DHO","Karonga-DHO","June","2023",15910
"Karonga","DHO","Karonga-DHO","July","2023",13605
"Karonga","DHO","Karonga-DHO","August","2023",17475
"Karonga","DHO","Karonga-DHO","September","2023",17703
"Karonga","DHO","Karonga-DHO","October","2023",12663
"Karonga","DHO","Karonga-DHO","November","2023",7206
"Karonga","DHO","Karonga-DHO","December","2023",9036
